"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","SEN_type","SEN_grouping","Admission_type","school_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Jewish","64.5","%","420","271"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Muslim","25","%","4","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","39.6","%","168210","66555"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","45.8","%","3639","1666"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","43.3","%","17980","7788"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Sikh","0","%","2","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","35.6","%","519","185"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","73","%","282","206"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Muslim","66.7","%","6","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","38.7","%","5419","2097"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","48.8","%","125","61"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","55.8","%","1084","605"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Hindu","70.8","%","65","46"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","56.7","%","30","17"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","63.4","%","648","411"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","54.2","%","23465","12721"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","75.8","%","429","325"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","59.8","%","2002","1198"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","65.6","%","125","82"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","81.6","%","76","62"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","100","%","1","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","81.6","%","815","665"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","78.3","%","23","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","59.5","%","84","50"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","47.4","%","772","366"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Hindu","100","%","2","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","42.9","%","7","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","56.3","%","16","9"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","46.1","%","10741","4955"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","61","%","218","133"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","48.1","%","1566","753"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","71.4","%","7","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","48.4","%","341","165"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","18.2","%","11","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","65.5","%","29","19"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","45.5","%","3456","1573"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","57.3","%","117","67"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","55","%","595","327"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","45.5","%","22","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","44.2","%","242","107"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","77.2","%","149","115"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","80","%","5","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","40.3","%","2544","1026"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","50","%","64","32"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","45.8","%","192","88"
